Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
2.840000,-0.072121,0.768852,55.883660,-34.247244,-10.766110
2.850000,0.020137,0.890383,50.368666,-56.409860,-46.676274
2.860000,0.112408,0.784217,42.307769,-76.030212,-71.853952
2.870000,0.169318,0.155728,32.581200,-83.376682,-60.666062
2.880000,0.163621,-0.589511,23.140789,-72.227064,-23.100992
2.890000,0.119625,-0.716772,15.760257,-51.647814,-1.863617
2.900000,0.092562,-0.192149,10.507076,-38.275558,-17.056174
2.910000,0.106950,0.301983,6.004926,-38.089786,-44.804007
2.920000,0.140628,0.339530,1.094006,-43.282353,-57.621158
2.930000,0.163099,0.101198,-4.248221,-44.681389,-53.759203
2.940000,0.159523,-0.215861,-9.289502,-38.567415,-37.526144
2.950000,0.120690,-0.645729,-13.018601,-23.188305,-4.271749
2.960000,0.043798,-1.034550,-14.310629,1.171104,39.688472
2.970000,-0.050391,-1.030027,-12.467512,27.584941,70.851140
2.980000,-0.127828,-0.651318,-7.878967,46.227440,78.737080
2.990000,-0.175367,-0.324994,-1.734518,54.344677,79.029161
3.000000,-0.205008,-0.231745,4.963952,56.538549,84.288057
3.010000,-0.224899,-0.139677,11.734588,55.734996,86.389066
3.020000,-0.230779,0.033174,18.174986,51.058645,80.073850
3.030000,-0.226069,0.068745,23.872385,43.948289,76.736567
3.040000,-0.221578,-0.009956,28.751997,37.721478,78.919421
3.050000,-0.209178,0.170332,32.829055,29.924372,66.370560
3.060000,-0.161832,0.701080,35.449465,13.100020,25.747220
3.070000,-0.069380,1.158671,35.335453,-14.521376,-26.438999
3.080000,0.044829,1.193181,31.630967,-45.079641,-65.923930
3.090000,0.147436,0.891202,24.624717,-68.855592,-85.624857
3.100000,0.215955,0.424500,15.520924,-80.307359,-86.138723
3.110000,0.236944,-0.151240,5.966308,-77.049650,-65.657344
3.120000,0.210971,-0.599565,-2.346396,-60.944774,-35.540839
3.130000,0.166310,-0.553894,-8.416623,-41.476432,-22.507649
3.140000,0.142441,-0.093638,-12.595296,-30.136937,-36.038651
3.150000,0.148603,0.208238,-16.066430,-28.514434,-52.278407
3.160000,0.156077,0.026080,-19.461204,-27.361892,-46.277007
3.170000,0.135746,-0.375776,-22.258036,-18.465864,-20.692358
3.180000,0.082845,-0.693297,-23.442952,-1.410489,11.770084
3.190000,0.002960,-0.955153,-22.199631,21.311665,50.561899
3.200000,-0.097978,-1.142058,-17.991420,47.384754,92.788202
3.210000,-0.199618,-0.984312,-10.763117,70.648517,118.990139
3.220000,-0.269076,-0.447765,-1.424032,82.146870,116.598533
3.230000,-0.292652,0.039708,8.374273,79.421188,101.184249
3.240000,-0.288780,0.159961,17.305194,69.328730,93.920376
3.250000,-0.279200,0.111829,24.964999,58.794927,92.776871
3.260000,-0.264273,0.192099,31.360495,47.921493,83.934765
3.270000,-0.234465,0.373549,36.274842,34.064678,65.469769
3.280000,-0.186386,0.548438,39.290398,16.625391,41.304347
3.290000,-0.117905,0.775206,39.972826,-4.601238,7.981867
3.300000,-0.026936,1.010145,37.847956,-29.767038,-33.148113
3.310000,0.073876,0.990664,32.655141,-54.817893,-65.535391
3.320000,0.159198,0.670972,24.859699,-72.619217,-78.579844
3.330000,0.219262,0.413378,15.519868,-81.298337,-86.073871
